"County","ARIMA","HW","Time_Period"
"Orleans",0,0.924248373700234,48
"Orleans",0,0.836235941343776,49
"Orleans",0,0.794856845062107,50
"Orleans",0,0.773837318934546,51
"Orleans",0,0.79014769913771,52
"Orleans",0,0.778483869201064,53
"Orleans",0,0.756263100686925,54
"Orleans",0,0.747762114883476,55
"Orleans",0,0.752204430267101,56
"Orleans",0,0.877488279490275,57
"Orleans",0,0.693247522773214,58
"Orleans",0,0.854205905276605,59
"Orleans",0,0.847622126067803,60
"Orleans",0,1.13987436883652,61
"Oswego",1.47875144362639,-0.110821145472815,1
"Oswego",3.22583371400086,-0.212026906330245,2
"Oswego",4.89604676506766,-0.274771128726137,3
"Oswego",6.36669470761242,-0.29905381266049,4
"Oswego",7.38951329737314,-0.313721111979458,5
"Oswego",8.24244412572628,-0.318773026683042,6
"Oswego",8.76326355149337,-0.323824941386626,7
"Oswego",9.03963112122463,0.671123143909791,8
"Oswego",9.3135035250122,-0.333928770793793,9
"Oswego",9.54800498612984,-0.338980685497377,10
"Oswego",9.80020819256907,0.655967399799039,11
"Oswego",10.6073001030439,0.650915485095455,12
"Oswego",12.0137131380732,-0.354136429608129,13
"Oswego",12.9491372683155,2.64081165568829,14
"Oswego",17.1146138603396,-0.364240259015297,15
"Oswego",19.878188955863,1.63070782628112,16
"Oswego",23.7141278224686,3.62565591157754,17
"Oswego",27.1343141623886,6.62060399687395,18
"Oswego",28.1916859343895,16.6155520821704,19
"Oswego",27.6451322687521,15.6105001674668,20
"Oswego",29.6324124895393,19.6054482527632,21
"Oswego",19.6957366999175,12.6003963380596,22
"Oswego",18.6555294948538,9.59534442335603,23
"Oswego",19.0389863441105,8.59029250865245,24
"Oswego",16.4227706261406,6.58524059394887,25
"Oswego",16.0784682601888,-5.9294267053701,26
"Oswego",15.831652757529,-5.66524785084292,27
"Oswego",16.3751596653599,-5.13183822708496,28
"Oswego",15.847958003324,-3.55996706486547,29
"Oswego",12.2426982759578,-1.58424974879982,30
"Oswego",11.7615603224417,-0.0700708942726389,31
"Oswego",10.0823816681399,1.03064642179301,32
"Oswego",9.53619199896311,1.57367143016635,33
"Oswego",8.88874784857147,1.76092720777046,34
"Oswego",8.88870610667995,1.76549067768226,35
"Oswego",8.88866010406014,1.77966953220944,36
"Oswego",8.88861774575771,1.79384838673663,37
"Oswego",8.88858281397155,1.79841185664843,38
"Oswego",8.88855640819589,1.80297532656023,39
"Oswego",8.88853806350366,1.76907725801049,40
"Oswego",8.8885265513694,1.75440995869152,41
"Oswego",8.888520404918,1.74935804398794,42
"Oswego",8.88851822464038,1.70584459082282,43
"Oswego",8.88851882045004,1.62386959919616,44
"Oswego",8.88852123824962,1.39766383833873,45
"Oswego",8.88852470873183,1.08491961594283,46
"Oswego",8.88852854616893,0.743329239700789,47
"Oswego",8.8885320175108,0.420969632689513,48
"Oswego",8.8885341985071,0.194763871832083,49
"Oswego",8.88853383458648,0.0166350340515755,50
