"","Period","County","Date","Incidents","ARIMA","Error_ARIMA","HW","Error_HW"
"9966","2013-2014","Schenectady",2014-04-19,19,0,0,0,0
"9967","2013-2014","Schoharie",2014-04-19,1,0,0,0,0
"9968","2013-2014","Schuyler",2014-04-19,0,0,0,0,0
"9969","2013-2014","Seneca",2014-04-19,1,0,0,0,0
"9971","2013-2014","Steuben",2014-04-19,0,0,0,0,0
"9970","2013-2014","St lawrence",2014-04-19,7,0,0,0,0
"9972","2013-2014","Suffolk",2014-04-19,190,0,0,0,0
"9973","2013-2014","Sullivan",2014-04-19,4,0,0,0,0
"9974","2013-2014","Tioga",2014-04-19,3,0,0,0,0
"9975","2013-2014","Tompkins",2014-04-19,7,0,0,0,0
"9976","2013-2014","Ulster",2014-04-19,15,0,0,0,0
"9977","2013-2014","Warren",2014-04-19,3,0,0,0,0
"9978","2013-2014","Washington",2014-04-19,3,0,0,0,0
"9979","2013-2014","Wayne",2014-04-19,7,0,0,0,0
"9980","2013-2014","Westchester",2014-04-19,182,0,0,0,0
"9981","2013-2014","Wyoming",2014-04-19,0,0,0,0,0
"9982","2013-2014","Yates",2014-04-19,0,0,0,0,0
"9983","2013-2014","Albany",2014-04-26,22,0,0,0,0
"9984","2013-2014","Allegany",2014-04-26,1,0,0,0,0
"9985","2013-2014","Bronx",2014-04-26,118,0,0,0,0
"9986","2013-2014","Broome",2014-04-26,4,0,0,0,0
"9987","2013-2014","Cattaraugus",2014-04-26,1,0,0,0,0
"9988","2013-2014","Cayuga",2014-04-26,11,0,0,0,0
"9989","2013-2014","Chautauqua",2014-04-26,0,0,0,0,0
"9990","2013-2014","Chemung",2014-04-26,2,0,0,0,0
"9991","2013-2014","Chenango",2014-04-26,4,0,0,0,0
"9992","2013-2014","Clinton",2014-04-26,0,0,0,0,0
"9993","2013-2014","Columbia",2014-04-26,4,0,0,0,0
"9994","2013-2014","Cortland",2014-04-26,0,0,0,0,0
"9995","2013-2014","Delaware",2014-04-26,3,0,0,0,0
"9996","2013-2014","Dutchess",2014-04-26,17,0,0,0,0
"9997","2013-2014","Erie",2014-04-26,15,0,0,0,0
"9998","2013-2014","Essex",2014-04-26,2,0,0,0,0
"9999","2013-2014","Franklin",2014-04-26,3,0,0,0,0
"10000","2013-2014","Fulton",2014-04-26,3,0,0,0,0
"10001","2013-2014","Genesee",2014-04-26,2,0,0,0,0
"10002","2013-2014","Greene",2014-04-26,2,0,0,0,0
"10003","2013-2014","Hamilton",2014-04-26,0,0,0,0,0
"10004","2013-2014","Herkimer",2014-04-26,19,0,0,0,0
"10005","2013-2014","Jefferson",2014-04-26,8,0,0,0,0
"10006","2013-2014","Kings",2014-04-26,100,0,0,0,0
"10007","2013-2014","Lewis",2014-04-26,1,0,0,0,0
"10008","2013-2014","Livingston",2014-04-26,3,0,0,0,0
"10009","2013-2014","Madison",2014-04-26,11,0,0,0,0
"10010","2013-2014","Monroe",2014-04-26,42,0,0,0,0
"10011","2013-2014","Montgomery",2014-04-26,1,0,0,0,0
"10012","2013-2014","Nassau",2014-04-26,90,0,0,0,0
"10013","2013-2014","New york",2014-04-26,90,0,0,0,0
"10014","2013-2014","Niagara",2014-04-26,2,0,0,0,0
"10015","2013-2014","Oneida",2014-04-26,86,0,0,0,0
"10016","2013-2014","Onondaga",2014-04-26,54,0,0,0,0
"10017","2013-2014","Ontario",2014-04-26,8,0,0,0,0
"10018","2013-2014","Orange",2014-04-26,19,0,0,0,0
"10019","2013-2014","Orleans",2014-04-26,1,0,0,0,0
"10020","2013-2014","Oswego",2014-04-26,7,0,0,0,0
"10021","2013-2014","Otsego",2014-04-26,2,0,0,0,0
"10022","2013-2014","Putnam",2014-04-26,14,0,0,0,0
"10023","2013-2014","Queens",2014-04-26,120,0,0,0,0
"10024","2013-2014","Rensselaer",2014-04-26,11,0,0,0,0
"10025","2013-2014","Richmond",2014-04-26,39,0,0,0,0
"10026","2013-2014","Rockland",2014-04-26,6,0,0,0,0
"10027","2013-2014","Saratoga",2014-04-26,40,0,0,0,0
"10028","2013-2014","Schenectady",2014-04-26,10,0,0,0,0
"10029","2013-2014","Schoharie",2014-04-26,0,0,0,0,0
"10030","2013-2014","Schuyler",2014-04-26,0,0,0,0,0
"10031","2013-2014","Seneca",2014-04-26,2,0,0,0,0
"10033","2013-2014","Steuben",2014-04-26,0,0,0,0,0
"10032","2013-2014","St lawrence",2014-04-26,8,0,0,0,0
"10034","2013-2014","Suffolk",2014-04-26,107,0,0,0,0
"10035","2013-2014","Sullivan",2014-04-26,4,0,0,0,0
"10036","2013-2014","Tioga",2014-04-26,4,0,0,0,0
"10037","2013-2014","Tompkins",2014-04-26,4,0,0,0,0
"10038","2013-2014","Ulster",2014-04-26,6,0,0,0,0
"10039","2013-2014","Warren",2014-04-26,4,0,0,0,0
"10040","2013-2014","Washington",2014-04-26,4,0,0,0,0
"10041","2013-2014","Wayne",2014-04-26,1,0,0,0,0
"10042","2013-2014","Westchester",2014-04-26,93,0,0,0,0
"10043","2013-2014","Wyoming",2014-04-26,0,0,0,0,0
"10044","2013-2014","Yates",2014-04-26,1,0,0,0,0
"10045","2013-2014","Albany",2014-05-03,32,0,0,0,0
"10046","2013-2014","Allegany",2014-05-03,0,0,0,0,0
"10047","2013-2014","Bronx",2014-05-03,93,0,0,0,0
"10048","2013-2014","Broome",2014-05-03,10,0,0,0,0
"10049","2013-2014","Cattaraugus",2014-05-03,1,0,0,0,0
"10050","2013-2014","Cayuga",2014-05-03,4,0,0,0,0
"10051","2013-2014","Chautauqua",2014-05-03,1,0,0,0,0
"10052","2013-2014","Chemung",2014-05-03,2,0,0,0,0
"10053","2013-2014","Chenango",2014-05-03,9,0,0,0,0
"10054","2013-2014","Clinton",2014-05-03,0,0,0,0,0
"10055","2013-2014","Columbia",2014-05-03,2,0,0,0,0
"10056","2013-2014","Cortland",2014-05-03,1,0,0,0,0
"10057","2013-2014","Delaware",2014-05-03,5,0,0,0,0
"10058","2013-2014","Dutchess",2014-05-03,8,0,0,0,0
"10059","2013-2014","Erie",2014-05-03,23,0,0,0,0
"10060","2013-2014","Essex",2014-05-03,0,0,0,0,0
"10061","2013-2014","Franklin",2014-05-03,8,0,0,0,0
"10062","2013-2014","Fulton",2014-05-03,4,0,0,0,0
"10063","2013-2014","Genesee",2014-05-03,1,0,0,0,0
"10064","2013-2014","Greene",2014-05-03,4,0,0,0,0
"10065","2013-2014","Hamilton",2014-05-03,1,0,0,0,0
"10066","2013-2014","Herkimer",2014-05-03,8,0,0,0,0
"10067","2013-2014","Jefferson",2014-05-03,4,0,0,0,0
"10068","2013-2014","Kings",2014-05-03,42,0,0,0,0
"10069","2013-2014","Lewis",2014-05-03,0,0,0,0,0
"10070","2013-2014","Livingston",2014-05-03,2,0,0,0,0
"10071","2013-2014","Madison",2014-05-03,14,0,0,0,0
"10072","2013-2014","Monroe",2014-05-03,43,0,0,0,0
"10073","2013-2014","Montgomery",2014-05-03,4,0,0,0,0
"10074","2013-2014","Nassau",2014-05-03,61,0,0,0,0
"10075","2013-2014","New york",2014-05-03,67,0,0,0,0
"10076","2013-2014","Niagara",2014-05-03,1,0,0,0,0
"10077","2013-2014","Oneida",2014-05-03,79,0,0,0,0
"10078","2013-2014","Onondaga",2014-05-03,34,0,0,0,0
"10079","2013-2014","Ontario",2014-05-03,5,0,0,0,0
"10080","2013-2014","Orange",2014-05-03,10,0,0,0,0
"10081","2013-2014","Orleans",2014-05-03,0,0,0,0,0
"10082","2013-2014","Oswego",2014-05-03,7,0,0,0,0
"10083","2013-2014","Otsego",2014-05-03,0,0,0,0,0
"10084","2013-2014","Putnam",2014-05-03,5,0,0,0,0
"10085","2013-2014","Queens",2014-05-03,65,0,0,0,0
"10086","2013-2014","Rensselaer",2014-05-03,14,0,0,0,0
"10087","2013-2014","Richmond",2014-05-03,11,0,0,0,0
"10088","2013-2014","Rockland",2014-05-03,11,0,0,0,0
"10089","2013-2014","Saratoga",2014-05-03,21,0,0,0,0
"10090","2013-2014","Schenectady",2014-05-03,14,0,0,0,0
"10091","2013-2014","Schoharie",2014-05-03,0,0,0,0,0
"10092","2013-2014","Schuyler",2014-05-03,0,0,0,0,0
"10093","2013-2014","Seneca",2014-05-03,0,0,0,0,0
"10095","2013-2014","Steuben",2014-05-03,1,0,0,0,0
"10094","2013-2014","St lawrence",2014-05-03,2,0,0,0,0
"10096","2013-2014","Suffolk",2014-05-03,82,0,0,0,0
"10097","2013-2014","Sullivan",2014-05-03,3,0,0,0,0
"10098","2013-2014","Tioga",2014-05-03,1,0,0,0,0
"10099","2013-2014","Tompkins",2014-05-03,3,0,0,0,0
"10100","2013-2014","Ulster",2014-05-03,9,0,0,0,0
"10101","2013-2014","Warren",2014-05-03,4,0,0,0,0
"10102","2013-2014","Washington",2014-05-03,0,0,0,0,0
"10103","2013-2014","Wayne",2014-05-03,1,0,0,0,0
"10104","2013-2014","Westchester",2014-05-03,90,0,0,0,0
"10105","2013-2014","Wyoming",2014-05-03,1,0,0,0,0
"10106","2013-2014","Yates",2014-05-03,0,0,0,0,0
"10107","2013-2014","Albany",2014-05-10,17,0,0,0,0
"10108","2013-2014","Allegany",2014-05-10,0,0,0,0,0
"10109","2013-2014","Bronx",2014-05-10,48,0,0,0,0
"10110","2013-2014","Broome",2014-05-10,8,0,0,0,0
"10111","2013-2014","Cattaraugus",2014-05-10,0,0,0,0,0
"10112","2013-2014","Cayuga",2014-05-10,9,0,0,0,0
"10113","2013-2014","Chautauqua",2014-05-10,2,0,0,0,0
"10114","2013-2014","Chemung",2014-05-10,0,0,0,0,0
"10115","2013-2014","Chenango",2014-05-10,5,0,0,0,0
"10116","2013-2014","Clinton",2014-05-10,0,0,0,0,0
"10117","2013-2014","Columbia",2014-05-10,1,0,0,0,0
"10118","2013-2014","Cortland",2014-05-10,4,0,0,0,0
"10119","2013-2014","Delaware",2014-05-10,2,0,0,0,0
"10120","2013-2014","Dutchess",2014-05-10,2,0,0,0,0
"10121","2013-2014","Erie",2014-05-10,26,0,0,0,0
"10122","2013-2014","Essex",2014-05-10,0,0,0,0,0
"10123","2013-2014","Franklin",2014-05-10,4,0,0,0,0
"10124","2013-2014","Fulton",2014-05-10,2,0,0,0,0
"10125","2013-2014","Genesee",2014-05-10,0,0,0,0,0
"10126","2013-2014","Greene",2014-05-10,0,0,0,0,0
"10127","2013-2014","Hamilton",2014-05-10,0,0,0,0,0
"10128","2013-2014","Herkimer",2014-05-10,5,0,0,0,0
"10129","2013-2014","Jefferson",2014-05-10,7,0,0,0,0
"10130","2013-2014","Kings",2014-05-10,15,0,0,0,0
"10131","2013-2014","Lewis",2014-05-10,1,0,0,0,0
"10132","2013-2014","Livingston",2014-05-10,2,0,0,0,0
"10133","2013-2014","Madison",2014-05-10,6,0,0,0,0
"10134","2013-2014","Monroe",2014-05-10,51,0,0,0,0
"10135","2013-2014","Montgomery",2014-05-10,0,0,0,0,0
"10136","2013-2014","Nassau",2014-05-10,48,0,0,0,0
"10137","2013-2014","New york",2014-05-10,33,0,0,0,0
"10138","2013-2014","Niagara",2014-05-10,0,0,0,0,0
"10139","2013-2014","Oneida",2014-05-10,33,0,0,0,0
"10140","2013-2014","Onondaga",2014-05-10,31,0,0,0,0
"10141","2013-2014","Ontario",2014-05-10,4,0,0,0,0
"10142","2013-2014","Orange",2014-05-10,17,0,0,0,0
"10143","2013-2014","Orleans",2014-05-10,1,0,0,0,0
"10144","2013-2014","Oswego",2014-05-10,3,0,0,0,0
"10145","2013-2014","Otsego",2014-05-10,0,0,0,0,0
"10146","2013-2014","Putnam",2014-05-10,3,0,0,0,0
"10147","2013-2014","Queens",2014-05-10,37,0,0,0,0
"10148","2013-2014","Rensselaer",2014-05-10,11,0,0,0,0
"10149","2013-2014","Richmond",2014-05-10,14,0,0,0,0
"10150","2013-2014","Rockland",2014-05-10,7,0,0,0,0
"10151","2013-2014","Saratoga",2014-05-10,25,0,0,0,0
"10152","2013-2014","Schenectady",2014-05-10,3,0,0,0,0
"10153","2013-2014","Schoharie",2014-05-10,0,0,0,0,0
"10154","2013-2014","Schuyler",2014-05-10,0,0,0,0,0
"10155","2013-2014","Seneca",2014-05-10,0,0,0,0,0
"10157","2013-2014","Steuben",2014-05-10,1,0,0,0,0
"10156","2013-2014","St lawrence",2014-05-10,4,0,0,0,0
"10158","2013-2014","Suffolk",2014-05-10,44,0,0,0,0
"10159","2013-2014","Sullivan",2014-05-10,1,0,0,0,0
"10160","2013-2014","Tioga",2014-05-10,2,0,0,0,0
"10161","2013-2014","Tompkins",2014-05-10,3,0,0,0,0
"10162","2013-2014","Ulster",2014-05-10,8,0,0,0,0
"10163","2013-2014","Warren",2014-05-10,3,0,0,0,0
"10164","2013-2014","Washington",2014-05-10,4,0,0,0,0
"10165","2013-2014","Wayne",2014-05-10,3,0,0,0,0
"10166","2013-2014","Westchester",2014-05-10,54,0,0,0,0
"10167","2013-2014","Wyoming",2014-05-10,0,0,0,0,0
"10168","2013-2014","Yates",2014-05-10,0,0,0,0,0
"10169","2013-2014","Albany",2014-05-17,8,0,0,0,0
"10170","2013-2014","Allegany",2014-05-17,0,0,0,0,0
"10171","2013-2014","Bronx",2014-05-17,38,0,0,0,0
"10172","2013-2014","Broome",2014-05-17,6,0,0,0,0
"10173","2013-2014","Cattaraugus",2014-05-17,0,0,0,0,0
"10174","2013-2014","Cayuga",2014-05-17,8,0,0,0,0
"10175","2013-2014","Chautauqua",2014-05-17,1,0,0,0,0
"10176","2013-2014","Chemung",2014-05-17,0,0,0,0,0
"10177","2013-2014","Chenango",2014-05-17,5,0,0,0,0
"10178","2013-2014","Clinton",2014-05-17,6,0,0,0,0
"10179","2013-2014","Columbia",2014-05-17,1,0,0,0,0
"10180","2013-2014","Cortland",2014-05-17,0,0,0,0,0
"10181","2013-2014","Delaware",2014-05-17,0,0,0,0,0
"10182","2013-2014","Dutchess",2014-05-17,1,0,0,0,0
"10183","2013-2014","Erie",2014-05-17,5,0,0,0,0
"10184","2013-2014","Essex",2014-05-17,0,0,0,0,0
"10185","2013-2014","Franklin",2014-05-17,0,0,0,0,0
"10186","2013-2014","Fulton",2014-05-17,1,0,0,0,0
"10187","2013-2014","Genesee",2014-05-17,1,0,0,0,0
"10188","2013-2014","Greene",2014-05-17,0,0,0,0,0
"10189","2013-2014","Hamilton",2014-05-17,0,0,0,0,0
"10190","2013-2014","Herkimer",2014-05-17,4,0,0,0,0
"10191","2013-2014","Jefferson",2014-05-17,5,0,0,0,0
"10192","2013-2014","Kings",2014-05-17,15,0,0,0,0
"10193","2013-2014","Lewis",2014-05-17,3,0,0,0,0
"10194","2013-2014","Livingston",2014-05-17,0,0,0,0,0
"10195","2013-2014","Madison",2014-05-17,9,0,0,0,0
"10196","2013-2014","Monroe",2014-05-17,44,0,0,0,0
"10197","2013-2014","Montgomery",2014-05-17,1,0,0,0,0
"10198","2013-2014","Nassau",2014-05-17,32,0,0,0,0
"10199","2013-2014","New york",2014-05-17,36,0,0,0,0
"10200","2013-2014","Niagara",2014-05-17,0,0,0,0,0
"10201","2013-2014","Oneida",2014-05-17,20,0,0,0,0
"10202","2013-2014","Onondaga",2014-05-17,13,0,0,0,0
"10203","2013-2014","Ontario",2014-05-17,2,0,0,0,0
"10204","2013-2014","Orange",2014-05-17,10,0,0,0,0
"10205","2013-2014","Orleans",2014-05-17,0,0,0,0,0
"10206","2013-2014","Oswego",2014-05-17,5,0,0,0,0
"10207","2013-2014","Otsego",2014-05-17,3,0,0,0,0
"10208","2013-2014","Putnam",2014-05-17,5,0,0,0,0
"10209","2013-2014","Queens",2014-05-17,27,0,0,0,0
"10210","2013-2014","Rensselaer",2014-05-17,3,0,0,0,0
"10211","2013-2014","Richmond",2014-05-17,7,0,0,0,0
"10212","2013-2014","Rockland",2014-05-17,3,0,0,0,0
"10213","2013-2014","Saratoga",2014-05-17,11,0,0,0,0
"10214","2013-2014","Schenectady",2014-05-17,5,0,0,0,0
"10215","2013-2014","Schoharie",2014-05-17,0,0,0,0,0
"10216","2013-2014","Schuyler",2014-05-17,0,0,0,0,0
"10217","2013-2014","Seneca",2014-05-17,0,0,0,0,0
"10219","2013-2014","Steuben",2014-05-17,0,0,0,0,0
"10218","2013-2014","St lawrence",2014-05-17,1,0,0,0,0
"10220","2013-2014","Suffolk",2014-05-17,20,0,0,0,0
"10221","2013-2014","Sullivan",2014-05-17,0,0,0,0,0
"10222","2013-2014","Tioga",2014-05-17,1,0,0,0,0
"10223","2013-2014","Tompkins",2014-05-17,2,0,0,0,0
"10224","2013-2014","Ulster",2014-05-17,3,0,0,0,0
"10225","2013-2014","Warren",2014-05-17,1,0,0,0,0
"10226","2013-2014","Washington",2014-05-17,0,0,0,0,0
"10227","2013-2014","Wayne",2014-05-17,2,0,0,0,0
"10228","2013-2014","Westchester",2014-05-17,48,0,0,0,0
"10229","2013-2014","Wyoming",2014-05-17,0,0,0,0,0
"10230","2013-2014","Yates",2014-05-17,0,0,0,0,0
"1113","2013-2014","Albany",2014-05-24,0,0,0,0,0
"111210","2013-2014","Allegany",2014-05-24,0,0,0,0,0
"17730","2013-2014","Bronx",2014-05-24,0,0,0,0,0
"111212","2013-2014","Broome",2014-05-24,0,0,0,0,0
"111213","2013-2014","Cattaraugus",2014-05-24,0,0,0,0,0
"111214","2013-2014","Cayuga",2014-05-24,0,0,0,0,0
"111215","2013-2014","Chautauqua",2014-05-24,0,0,0,0,0
"111216","2013-2014","Chemung",2014-05-24,0,0,0,0,0
"111217","2013-2014","Chenango",2014-05-24,0,0,0,0,0
"111218","2013-2014","Clinton",2014-05-24,0,0,0,0,0
"111319","2013-2014","Columbia",2014-05-24,0,0,0,0,0
"111320","2013-2014","Cortland",2014-05-24,0,0,0,0,0
"111321","2013-2014","Delaware",2014-05-24,0,0,0,0,0
"111222","2013-2014","Dutchess",2014-05-24,0,0,0,0,0
"111223","2013-2014","Erie",2014-05-24,0,0,0,0,0
"111224","2013-2014","Essex",2014-05-24,0,0,0,0,0
"111225","2013-2014","Franklin",2014-05-24,0,0,0,0,0
"111226","2013-2014","Fulton",2014-05-24,0,0,0,0,0
"111227","2013-2014","Genesee",2014-05-24,0,0,0,0,0
"111137","2013-2014","Greene",2014-05-24,0,0,0,0,0
"111139","2013-2014","Hamilton",2014-05-24,0,0,0,0,0
"111141","2013-2014","Herkimer",2014-05-24,0,0,0,0,0
"111143","2013-2014","Jefferson",2014-05-24,0,0,0,0,0
"17793","2013-2014","Kings",2014-05-24,0,0,0,0,0
"18147","2013-2014","Lewis",2014-05-24,0,0,0,0,0
"17799","2013-2014","Livingston",2014-05-24,0,0,0,0,0
"177100","2013-2014","Madison",2014-05-24,0,0,0,0,0
"177101","2013-2014","Monroe",2014-05-24,0,0,0,0,0
"177102","2013-2014","Montgomery",2014-05-24,0,0,0,0,0
"177103","2013-2014","Nassau",2014-05-24,0,0,0,0,0
"177104","2013-2014","New york",2014-05-24,0,0,0,0,0
"177105","2013-2014","Niagara",2014-05-24,0,0,0,0,0
"177106","2013-2014","Oneida",2014-05-24,0,0,0,0,0
"177107","2013-2014","Onondaga",2014-05-24,0,0,0,0,0
"177108","2013-2014","Ontario",2014-05-24,0,0,0,0,0
"177109","2013-2014","Orange",2014-05-24,0,0,0,0,0
"177110","2013-2014","Orleans",2014-05-24,0,0,0,0,0
"177111","2013-2014","Oswego",2014-05-24,0,0,0,0,0
"177112","2013-2014","Otsego",2014-05-24,0,0,0,0,0
"177113","2013-2014","Putnam",2014-05-24,0,0,0,0,0
"177114","2013-2014","Queens",2014-05-24,0,0,0,0,0
"177115","2013-2014","Rensselaer",2014-05-24,0,0,0,0,0
"177116","2013-2014","Richmond",2014-05-24,0,0,0,0,0
"177117","2013-2014","Rockland",2014-05-24,0,0,0,0,0
"177118","2013-2014","Saratoga",2014-05-24,0,0,0,0,0
"177119","2013-2014","Schenectady",2014-05-24,0,0,0,0,0
"177120","2013-2014","Schoharie",2014-05-24,0,0,0,0,0
"17890","2013-2014","Schuyler",2014-05-24,0,0,0,0,0
"17893","2013-2014","Seneca",2014-05-24,0,0,0,0,0
"17896","2013-2014","Steuben",2014-05-24,0,0,0,0,0
"17899","2013-2014","St lawrence",2014-05-24,0,0,0,0,0
"178100","2013-2014","Suffolk",2014-05-24,0,0,0,0,0
"178101","2013-2014","Sullivan",2014-05-24,0,0,0,0,0
"177127","2013-2014","Tioga",2014-05-24,0,0,0,0,0
"177128","2013-2014","Tompkins",2014-05-24,0,0,0,0,0
"177129","2013-2014","Ulster",2014-05-24,0,0,0,0,0
"177130","2013-2014","Warren",2014-05-24,0,0,0,0,0
"177131","2013-2014","Washington",2014-05-24,0,0,0,0,0
"177132","2013-2014","Wayne",2014-05-24,0,0,0,0,0
"177133","2013-2014","Westchester",2014-05-24,0,0,0,0,0
"177134","2013-2014","Wyoming",2014-05-24,0,0,0,0,0
"177135","2013-2014","Yates",2014-05-24,0,0,0,0,0
"1114","2013-2014","Albany",2014-05-31,0,0,0,0,0
"111310","2013-2014","Allegany",2014-05-31,0,0,0,0,0
"17811","2013-2014","Bronx",2014-05-31,0,0,0,0,0
"111312","2013-2014","Broome",2014-05-31,0,0,0,0,0
"111313","2013-2014","Cattaraugus",2014-05-31,0,0,0,0,0
"111314","2013-2014","Cayuga",2014-05-31,0,0,0,0,0
"111315","2013-2014","Chautauqua",2014-05-31,0,0,0,0,0
"111316","2013-2014","Chemung",2014-05-31,0,0,0,0,0
"111317","2013-2014","Chenango",2014-05-31,0,0,0,0,0
"111318","2013-2014","Clinton",2014-05-31,0,0,0,0,0
"111419","2013-2014","Columbia",2014-05-31,0,0,0,0,0
"111420","2013-2014","Cortland",2014-05-31,0,0,0,0,0
"111421","2013-2014","Delaware",2014-05-31,0,0,0,0,0
"111322","2013-2014","Dutchess",2014-05-31,0,0,0,0,0
"111323","2013-2014","Erie",2014-05-31,0,0,0,0,0
"111324","2013-2014","Essex",2014-05-31,0,0,0,0,0
"111325","2013-2014","Franklin",2014-05-31,0,0,0,0,0
"111326","2013-2014","Fulton",2014-05-31,0,0,0,0,0
"111327","2013-2014","Genesee",2014-05-31,0,0,0,0,0
"111228","2013-2014","Greene",2014-05-31,0,0,0,0,0
"111229","2013-2014","Hamilton",2014-05-31,0,0,0,0,0
"111230","2013-2014","Herkimer",2014-05-31,0,0,0,0,0
"111231","2013-2014","Jefferson",2014-05-31,0,0,0,0,0
"17832","2013-2014","Kings",2014-05-31,0,0,0,0,0
"18233","2013-2014","Lewis",2014-05-31,0,0,0,0,0
"17834","2013-2014","Livingston",2014-05-31,0,0,0,0,0
"17835","2013-2014","Madison",2014-05-31,0,0,0,0,0
"17836","2013-2014","Monroe",2014-05-31,0,0,0,0,0
"17837","2013-2014","Montgomery",2014-05-31,0,0,0,0,0
"17838","2013-2014","Nassau",2014-05-31,0,0,0,0,0
"17839","2013-2014","New york",2014-05-31,0,0,0,0,0
"17842","2013-2014","Niagara",2014-05-31,0,0,0,0,0
"17845","2013-2014","Oneida",2014-05-31,0,0,0,0,0
"17848","2013-2014","Onondaga",2014-05-31,0,0,0,0,0
"17851","2013-2014","Ontario",2014-05-31,0,0,0,0,0
"17854","2013-2014","Orange",2014-05-31,0,0,0,0,0
"17857","2013-2014","Orleans",2014-05-31,0,0,0,0,0
"17860","2013-2014","Oswego",2014-05-31,0,0,0,0,0
"17863","2013-2014","Otsego",2014-05-31,0,0,0,0,0
"17866","2013-2014","Putnam",2014-05-31,0,0,0,0,0
"17869","2013-2014","Queens",2014-05-31,0,0,0,0,0
"17872","2013-2014","Rensselaer",2014-05-31,0,0,0,0,0
"17875","2013-2014","Richmond",2014-05-31,0,0,0,0,0
"17878","2013-2014","Rockland",2014-05-31,0,0,0,0,0
"17881","2013-2014","Saratoga",2014-05-31,0,0,0,0,0
"17884","2013-2014","Schenectady",2014-05-31,0,0,0,0,0
"17887","2013-2014","Schoharie",2014-05-31,0,0,0,0,0
"17956","2013-2014","Schuyler",2014-05-31,0,0,0,0,0
"17957","2013-2014","Seneca",2014-05-31,0,0,0,0,0
"17958","2013-2014","Steuben",2014-05-31,0,0,0,0,0
"17959","2013-2014","St lawrence",2014-05-31,0,0,0,0,0
"17960","2013-2014","Suffolk",2014-05-31,0,0,0,0,0
"17961","2013-2014","Sullivan",2014-05-31,0,0,0,0,0
"17962","2013-2014","Tioga",2014-05-31,0,0,0,0,0
"178103","2013-2014","Tompkins",2014-05-31,0,0,0,0,0
"178104","2013-2014","Ulster",2014-05-31,0,0,0,0,0
"178105","2013-2014","Warren",2014-05-31,0,0,0,0,0
"178106","2013-2014","Washington",2014-05-31,0,0,0,0,0
"178107","2013-2014","Wayne",2014-05-31,0,0,0,0,0
"178108","2013-2014","Westchester",2014-05-31,0,0,0,0,0
"178109","2013-2014","Wyoming",2014-05-31,0,0,0,0,0
"178110","2013-2014","Yates",2014-05-31,0,0,0,0,0
"1115","2013-2014","Albany",2014-06-07,0,0,0,0,0
"111410","2013-2014","Allegany",2014-06-07,0,0,0,0,0
"17911","2013-2014","Bronx",2014-06-07,0,0,0,0,0
"111412","2013-2014","Broome",2014-06-07,0,0,0,0,0
"111413","2013-2014","Cattaraugus",2014-06-07,0,0,0,0,0
"111414","2013-2014","Cayuga",2014-06-07,0,0,0,0,0
"111415","2013-2014","Chautauqua",2014-06-07,0,0,0,0,0
"111416","2013-2014","Chemung",2014-06-07,0,0,0,0,0
"111417","2013-2014","Chenango",2014-06-07,0,0,0,0,0
"111418","2013-2014","Clinton",2014-06-07,0,0,0,0,0
"111519","2013-2014","Columbia",2014-06-07,0,0,0,0,0
"111520","2013-2014","Cortland",2014-06-07,0,0,0,0,0
"111521","2013-2014","Delaware",2014-06-07,0,0,0,0,0
"111422","2013-2014","Dutchess",2014-06-07,0,0,0,0,0
"111423","2013-2014","Erie",2014-06-07,0,0,0,0,0
"111424","2013-2014","Essex",2014-06-07,0,0,0,0,0
"111425","2013-2014","Franklin",2014-06-07,0,0,0,0,0
"111426","2013-2014","Fulton",2014-06-07,0,0,0,0,0
"111427","2013-2014","Genesee",2014-06-07,0,0,0,0,0
"111328","2013-2014","Greene",2014-06-07,0,0,0,0,0
"111329","2013-2014","Hamilton",2014-06-07,0,0,0,0,0
"111330","2013-2014","Herkimer",2014-06-07,0,0,0,0,0
"111331","2013-2014","Jefferson",2014-06-07,0,0,0,0,0
"17932","2013-2014","Kings",2014-06-07,0,0,0,0,0
"18333","2013-2014","Lewis",2014-06-07,0,0,0,0,0
"17934","2013-2014","Livingston",2014-06-07,0,0,0,0,0
"17935","2013-2014","Madison",2014-06-07,0,0,0,0,0
"17936","2013-2014","Monroe",2014-06-07,0,0,0,0,0
"17937","2013-2014","Montgomery",2014-06-07,0,0,0,0,0
"17938","2013-2014","Nassau",2014-06-07,0,0,0,0,0
"17939","2013-2014","New york",2014-06-07,0,0,0,0,0
"17940","2013-2014","Niagara",2014-06-07,0,0,0,0,0
"17941","2013-2014","Oneida",2014-06-07,0,0,0,0,0
"17942","2013-2014","Onondaga",2014-06-07,0,0,0,0,0
"17943","2013-2014","Ontario",2014-06-07,0,0,0,0,0
"17944","2013-2014","Orange",2014-06-07,0,0,0,0,0
"17945","2013-2014","Orleans",2014-06-07,0,0,0,0,0
"17946","2013-2014","Oswego",2014-06-07,0,0,0,0,0
"17947","2013-2014","Otsego",2014-06-07,0,0,0,0,0
"17948","2013-2014","Putnam",2014-06-07,0,0,0,0,0
"17949","2013-2014","Queens",2014-06-07,0,0,0,0,0
"17950","2013-2014","Rensselaer",2014-06-07,0,0,0,0,0
"17951","2013-2014","Richmond",2014-06-07,0,0,0,0,0
"17952","2013-2014","Rockland",2014-06-07,0,0,0,0,0
"17953","2013-2014","Saratoga",2014-06-07,0,0,0,0,0
