"","Period","County","Date","Incidents","ARIMA","Error_ARIMA","HW","Error_HW"
"9532","2013-2014","Schenectady",2014-03-01,15,0,0,0,0
"9533","2013-2014","Schoharie",2014-03-01,1,0,0,0,0
"9534","2013-2014","Schuyler",2014-03-01,3,0,0,0,0
"9535","2013-2014","Seneca",2014-03-01,2,0,0,0,0
"9537","2013-2014","Steuben",2014-03-01,7,0,0,0,0
"9536","2013-2014","St lawrence",2014-03-01,11,0,0,0,0
"9538","2013-2014","Suffolk",2014-03-01,66,0,0,0,0
"9539","2013-2014","Sullivan",2014-03-01,5,0,0,0,0
"9540","2013-2014","Tioga",2014-03-01,7,0,0,0,0
"9541","2013-2014","Tompkins",2014-03-01,4,0,0,0,0
"9542","2013-2014","Ulster",2014-03-01,11,0,0,0,0
"9543","2013-2014","Warren",2014-03-01,0,0,0,0,0
"9544","2013-2014","Washington",2014-03-01,2,0,0,0,0
"9545","2013-2014","Wayne",2014-03-01,6,0,0,0,0
"9546","2013-2014","Westchester",2014-03-01,44,0,0,0,0
"9547","2013-2014","Wyoming",2014-03-01,1,0,0,0,0
"9548","2013-2014","Yates",2014-03-01,4,0,0,0,0
"9549","2013-2014","Albany",2014-03-08,10,0,0,0,0
"9550","2013-2014","Allegany",2014-03-08,8,0,0,0,0
"9551","2013-2014","Bronx",2014-03-08,112,0,0,0,0
"9552","2013-2014","Broome",2014-03-08,18,0,0,0,0
"9553","2013-2014","Cattaraugus",2014-03-08,1,0,0,0,0
"9554","2013-2014","Cayuga",2014-03-08,10,0,0,0,0
"9555","2013-2014","Chautauqua",2014-03-08,14,0,0,0,0
"9556","2013-2014","Chemung",2014-03-08,0,0,0,0,0
"9557","2013-2014","Chenango",2014-03-08,4,0,0,0,0
"9558","2013-2014","Clinton",2014-03-08,3,0,0,0,0
"9559","2013-2014","Columbia",2014-03-08,9,0,0,0,0
"9560","2013-2014","Cortland",2014-03-08,2,0,0,0,0
"9561","2013-2014","Delaware",2014-03-08,0,0,0,0,0
"9562","2013-2014","Dutchess",2014-03-08,5,0,0,0,0
"9563","2013-2014","Erie",2014-03-08,23,0,0,0,0
"9564","2013-2014","Essex",2014-03-08,3,0,0,0,0
"9565","2013-2014","Franklin",2014-03-08,1,0,0,0,0
"9566","2013-2014","Fulton",2014-03-08,2,0,0,0,0
"9567","2013-2014","Genesee",2014-03-08,5,0,0,0,0
"9568","2013-2014","Greene",2014-03-08,0,0,0,0,0
"9569","2013-2014","Hamilton",2014-03-08,0,0,0,0,0
"9570","2013-2014","Herkimer",2014-03-08,3,0,0,0,0
"9571","2013-2014","Jefferson",2014-03-08,3,0,0,0,0
"9572","2013-2014","Kings",2014-03-08,75,0,0,0,0
"9573","2013-2014","Lewis",2014-03-08,0,0,0,0,0
"9574","2013-2014","Livingston",2014-03-08,6,0,0,0,0
"9575","2013-2014","Madison",2014-03-08,2,0,0,0,0
"9576","2013-2014","Monroe",2014-03-08,46,0,0,0,0
"9577","2013-2014","Montgomery",2014-03-08,0,0,0,0,0
"9578","2013-2014","Nassau",2014-03-08,70,0,0,0,0
"9579","2013-2014","New york",2014-03-08,58,0,0,0,0
"9580","2013-2014","Niagara",2014-03-08,2,0,0,0,0
"9581","2013-2014","Oneida",2014-03-08,42,0,0,0,0
"9582","2013-2014","Onondaga",2014-03-08,45,0,0,0,0
"9583","2013-2014","Ontario",2014-03-08,6,0,0,0,0
"9584","2013-2014","Orange",2014-03-08,89,0,0,0,0
"9585","2013-2014","Orleans",2014-03-08,3,0,0,0,0
"9586","2013-2014","Oswego",2014-03-08,16,0,0,0,0
"9587","2013-2014","Otsego",2014-03-08,1,0,0,0,0
"9588","2013-2014","Putnam",2014-03-08,3,0,0,0,0
"9589","2013-2014","Queens",2014-03-08,143,0,0,0,0
"9590","2013-2014","Rensselaer",2014-03-08,2,0,0,0,0
"9591","2013-2014","Richmond",2014-03-08,19,0,0,0,0
"9592","2013-2014","Rockland",2014-03-08,15,0,0,0,0
"9593","2013-2014","Saratoga",2014-03-08,7,0,0,0,0
"9594","2013-2014","Schenectady",2014-03-08,3,0,0,0,0
"9595","2013-2014","Schoharie",2014-03-08,0,0,0,0,0
"9596","2013-2014","Schuyler",2014-03-08,1,0,0,0,0
"9597","2013-2014","Seneca",2014-03-08,3,0,0,0,0
"9599","2013-2014","Steuben",2014-03-08,4,0,0,0,0
"9598","2013-2014","St lawrence",2014-03-08,8,0,0,0,0
"9600","2013-2014","Suffolk",2014-03-08,73,0,0,0,0
"9601","2013-2014","Sullivan",2014-03-08,7,0,0,0,0
"9602","2013-2014","Tioga",2014-03-08,4,0,0,0,0
"9603","2013-2014","Tompkins",2014-03-08,1,0,0,0,0
"9604","2013-2014","Ulster",2014-03-08,11,0,0,0,0
"9605","2013-2014","Warren",2014-03-08,2,0,0,0,0
"9606","2013-2014","Washington",2014-03-08,2,0,0,0,0
"9607","2013-2014","Wayne",2014-03-08,5,0,0,0,0
"9608","2013-2014","Westchester",2014-03-08,48,0,0,0,0
"9609","2013-2014","Wyoming",2014-03-08,0,0,0,0,0
"9610","2013-2014","Yates",2014-03-08,2,0,0,0,0
"9611","2013-2014","Albany",2014-03-15,14,0,0,0,0
"9612","2013-2014","Allegany",2014-03-15,0,0,0,0,0
"9613","2013-2014","Bronx",2014-03-15,134,0,0,0,0
"9614","2013-2014","Broome",2014-03-15,24,0,0,0,0
"9615","2013-2014","Cattaraugus",2014-03-15,0,0,0,0,0
"9616","2013-2014","Cayuga",2014-03-15,4,0,0,0,0
"9617","2013-2014","Chautauqua",2014-03-15,6,0,0,0,0
"9618","2013-2014","Chemung",2014-03-15,3,0,0,0,0
"9619","2013-2014","Chenango",2014-03-15,4,0,0,0,0
"9620","2013-2014","Clinton",2014-03-15,6,0,0,0,0
"9621","2013-2014","Columbia",2014-03-15,10,0,0,0,0
"9622","2013-2014","Cortland",2014-03-15,0,0,0,0,0
"9623","2013-2014","Delaware",2014-03-15,1,0,0,0,0
"9624","2013-2014","Dutchess",2014-03-15,7,0,0,0,0
"9625","2013-2014","Erie",2014-03-15,12,0,0,0,0
"9626","2013-2014","Essex",2014-03-15,8,0,0,0,0
"9627","2013-2014","Franklin",2014-03-15,0,0,0,0,0
"9628","2013-2014","Fulton",2014-03-15,0,0,0,0,0
"9629","2013-2014","Genesee",2014-03-15,1,0,0,0,0
"9630","2013-2014","Greene",2014-03-15,1,0,0,0,0
"9631","2013-2014","Hamilton",2014-03-15,0,0,0,0,0
"9632","2013-2014","Herkimer",2014-03-15,1,0,0,0,0
"9633","2013-2014","Jefferson",2014-03-15,1,0,0,0,0
"9634","2013-2014","Kings",2014-03-15,123,0,0,0,0
"9635","2013-2014","Lewis",2014-03-15,0,0,0,0,0
"9636","2013-2014","Livingston",2014-03-15,2,0,0,0,0
"9637","2013-2014","Madison",2014-03-15,4,0,0,0,0
"9638","2013-2014","Monroe",2014-03-15,24,0,0,0,0
"9639","2013-2014","Montgomery",2014-03-15,0,0,0,0,0
"9640","2013-2014","Nassau",2014-03-15,117,0,0,0,0
"9641","2013-2014","New york",2014-03-15,102,0,0,0,0
"9642","2013-2014","Niagara",2014-03-15,1,0,0,0,0
"9643","2013-2014","Oneida",2014-03-15,56,0,0,0,0
"9644","2013-2014","Onondaga",2014-03-15,32,0,0,0,0
"9645","2013-2014","Ontario",2014-03-15,1,0,0,0,0
"9646","2013-2014","Orange",2014-03-15,21,0,0,0,0
"9647","2013-2014","Orleans",2014-03-15,3,0,0,0,0
"9648","2013-2014","Oswego",2014-03-15,27,0,0,0,0
"9649","2013-2014","Otsego",2014-03-15,2,0,0,0,0
"9650","2013-2014","Putnam",2014-03-15,7,0,0,0,0
"9651","2013-2014","Queens",2014-03-15,220,0,0,0,0
"9652","2013-2014","Rensselaer",2014-03-15,6,0,0,0,0
"9653","2013-2014","Richmond",2014-03-15,12,0,0,0,0
"9654","2013-2014","Rockland",2014-03-15,11,0,0,0,0
"9655","2013-2014","Saratoga",2014-03-15,10,0,0,0,0
"9656","2013-2014","Schenectady",2014-03-15,5,0,0,0,0
"9657","2013-2014","Schoharie",2014-03-15,2,0,0,0,0
"9658","2013-2014","Schuyler",2014-03-15,0,0,0,0,0
"9659","2013-2014","Seneca",2014-03-15,1,0,0,0,0
"9661","2013-2014","Steuben",2014-03-15,1,0,0,0,0
"9660","2013-2014","St lawrence",2014-03-15,5,0,0,0,0
"9662","2013-2014","Suffolk",2014-03-15,88,0,0,0,0
"9663","2013-2014","Sullivan",2014-03-15,5,0,0,0,0
"9664","2013-2014","Tioga",2014-03-15,4,0,0,0,0
"9665","2013-2014","Tompkins",2014-03-15,3,0,0,0,0
"9666","2013-2014","Ulster",2014-03-15,4,0,0,0,0
"9667","2013-2014","Warren",2014-03-15,0,0,0,0,0
"9668","2013-2014","Washington",2014-03-15,1,0,0,0,0
"9669","2013-2014","Wayne",2014-03-15,8,0,0,0,0
"9670","2013-2014","Westchester",2014-03-15,129,0,0,0,0
"9671","2013-2014","Wyoming",2014-03-15,1,0,0,0,0
"9672","2013-2014","Yates",2014-03-15,0,0,0,0,0
"9673","2013-2014","Albany",2014-03-22,8,0,0,0,0
"9674","2013-2014","Allegany",2014-03-22,4,0,0,0,0
"9675","2013-2014","Bronx",2014-03-22,233,0,0,0,0
"9676","2013-2014","Broome",2014-03-22,13,0,0,0,0
"9677","2013-2014","Cattaraugus",2014-03-22,0,0,0,0,0
"9678","2013-2014","Cayuga",2014-03-22,1,0,0,0,0
"9679","2013-2014","Chautauqua",2014-03-22,5,0,0,0,0
"9680","2013-2014","Chemung",2014-03-22,0,0,0,0,0
"9681","2013-2014","Chenango",2014-03-22,3,0,0,0,0
"9682","2013-2014","Clinton",2014-03-22,14,0,0,0,0
"9683","2013-2014","Columbia",2014-03-22,4,0,0,0,0
"9684","2013-2014","Cortland",2014-03-22,1,0,0,0,0
"9685","2013-2014","Delaware",2014-03-22,1,0,0,0,0
"9686","2013-2014","Dutchess",2014-03-22,10,0,0,0,0
"9687","2013-2014","Erie",2014-03-22,22,0,0,0,0
"9688","2013-2014","Essex",2014-03-22,1,0,0,0,0
"9689","2013-2014","Franklin",2014-03-22,1,0,0,0,0
"9690","2013-2014","Fulton",2014-03-22,0,0,0,0,0
"9691","2013-2014","Genesee",2014-03-22,3,0,0,0,0
"9692","2013-2014","Greene",2014-03-22,1,0,0,0,0
"9693","2013-2014","Hamilton",2014-03-22,0,0,0,0,0
"9694","2013-2014","Herkimer",2014-03-22,3,0,0,0,0
"9695","2013-2014","Jefferson",2014-03-22,9,0,0,0,0
"9696","2013-2014","Kings",2014-03-22,134,0,0,0,0
"9697","2013-2014","Lewis",2014-03-22,2,0,0,0,0
"9698","2013-2014","Livingston",2014-03-22,3,0,0,0,0
"9699","2013-2014","Madison",2014-03-22,9,0,0,0,0
"9700","2013-2014","Monroe",2014-03-22,12,0,0,0,0
"9701","2013-2014","Montgomery",2014-03-22,0,0,0,0,0
"9702","2013-2014","Nassau",2014-03-22,130,0,0,0,0
"9703","2013-2014","New york",2014-03-22,134,0,0,0,0
"9704","2013-2014","Niagara",2014-03-22,1,0,0,0,0
"9705","2013-2014","Oneida",2014-03-22,40,0,0,0,0
"9706","2013-2014","Onondaga",2014-03-22,43,0,0,0,0
"9707","2013-2014","Ontario",2014-03-22,2,0,0,0,0
"9708","2013-2014","Orange",2014-03-22,19,0,0,0,0
"9709","2013-2014","Orleans",2014-03-22,0,0,0,0,0
"9710","2013-2014","Oswego",2014-03-22,29,0,0,0,0
"9711","2013-2014","Otsego",2014-03-22,1,0,0,0,0
"9712","2013-2014","Putnam",2014-03-22,3,0,0,0,0
"9713","2013-2014","Queens",2014-03-22,289,0,0,0,0
"9714","2013-2014","Rensselaer",2014-03-22,5,0,0,0,0
"9715","2013-2014","Richmond",2014-03-22,26,0,0,0,0
"9716","2013-2014","Rockland",2014-03-22,8,0,0,0,0
"9717","2013-2014","Saratoga",2014-03-22,10,0,0,0,0
"9718","2013-2014","Schenectady",2014-03-22,7,0,0,0,0
"9719","2013-2014","Schoharie",2014-03-22,3,0,0,0,0
"9720","2013-2014","Schuyler",2014-03-22,0,0,0,0,0
"9721","2013-2014","Seneca",2014-03-22,0,0,0,0,0
"9723","2013-2014","Steuben",2014-03-22,0,0,0,0,0
"9722","2013-2014","St lawrence",2014-03-22,3,0,0,0,0
"9724","2013-2014","Suffolk",2014-03-22,102,0,0,0,0
"9725","2013-2014","Sullivan",2014-03-22,6,0,0,0,0
"9726","2013-2014","Tioga",2014-03-22,0,0,0,0,0
"9727","2013-2014","Tompkins",2014-03-22,4,0,0,0,0
"9728","2013-2014","Ulster",2014-03-22,7,0,0,0,0
"9729","2013-2014","Warren",2014-03-22,1,0,0,0,0
"9730","2013-2014","Washington",2014-03-22,0,0,0,0,0
"9731","2013-2014","Wayne",2014-03-22,3,0,0,0,0
"9732","2013-2014","Westchester",2014-03-22,153,0,0,0,0
"9733","2013-2014","Wyoming",2014-03-22,0,0,0,0,0
"9734","2013-2014","Yates",2014-03-22,0,0,0,0,0
"9735","2013-2014","Albany",2014-03-29,16,0,0,0,0
"9736","2013-2014","Allegany",2014-03-29,2,0,0,0,0
"9737","2013-2014","Bronx",2014-03-29,313,0,0,0,0
"9738","2013-2014","Broome",2014-03-29,19,0,0,0,0
"9739","2013-2014","Cattaraugus",2014-03-29,1,0,0,0,0
"9740","2013-2014","Cayuga",2014-03-29,2,0,0,0,0
"9741","2013-2014","Chautauqua",2014-03-29,3,0,0,0,0
"9742","2013-2014","Chemung",2014-03-29,0,0,0,0,0
"9743","2013-2014","Chenango",2014-03-29,3,0,0,0,0
"9744","2013-2014","Clinton",2014-03-29,9,0,0,0,0
"9745","2013-2014","Columbia",2014-03-29,14,0,0,0,0
"9746","2013-2014","Cortland",2014-03-29,5,0,0,0,0
"9747","2013-2014","Delaware",2014-03-29,0,0,0,0,0
"9748","2013-2014","Dutchess",2014-03-29,14,0,0,0,0
"9749","2013-2014","Erie",2014-03-29,21,0,0,0,0
"9750","2013-2014","Essex",2014-03-29,0,0,0,0,0
"9751","2013-2014","Franklin",2014-03-29,0,0,0,0,0
"9752","2013-2014","Fulton",2014-03-29,0,0,0,0,0
"9753","2013-2014","Genesee",2014-03-29,2,0,0,0,0
"9754","2013-2014","Greene",2014-03-29,5,0,0,0,0
"9755","2013-2014","Hamilton",2014-03-29,0,0,0,0,0
"9756","2013-2014","Herkimer",2014-03-29,2,0,0,0,0
"9757","2013-2014","Jefferson",2014-03-29,3,0,0,0,0
"9758","2013-2014","Kings",2014-03-29,215,0,0,0,0
"9759","2013-2014","Lewis",2014-03-29,2,0,0,0,0
"9760","2013-2014","Livingston",2014-03-29,5,0,0,0,0
"9761","2013-2014","Madison",2014-03-29,8,0,0,0,0
"9762","2013-2014","Monroe",2014-03-29,27,0,0,0,0
"9763","2013-2014","Montgomery",2014-03-29,1,0,0,0,0
"9764","2013-2014","Nassau",2014-03-29,217,0,0,0,0
"9765","2013-2014","New york",2014-03-29,146,0,0,0,0
"9766","2013-2014","Niagara",2014-03-29,0,0,0,0,0
"9767","2013-2014","Oneida",2014-03-29,58,0,0,0,0
"9768","2013-2014","Onondaga",2014-03-29,45,0,0,0,0
"9769","2013-2014","Ontario",2014-03-29,5,0,0,0,0
"9770","2013-2014","Orange",2014-03-29,49,0,0,0,0
"9771","2013-2014","Orleans",2014-03-29,0,0,0,0,0
"9772","2013-2014","Oswego",2014-03-29,23,0,0,0,0
"9773","2013-2014","Otsego",2014-03-29,3,0,0,0,0
"9774","2013-2014","Putnam",2014-03-29,16,0,0,0,0
"9775","2013-2014","Queens",2014-03-29,359,0,0,0,0
"9776","2013-2014","Rensselaer",2014-03-29,6,0,0,0,0
"9777","2013-2014","Richmond",2014-03-29,30,0,0,0,0
"9778","2013-2014","Rockland",2014-03-29,19,0,0,0,0
"9779","2013-2014","Saratoga",2014-03-29,8,0,0,0,0
"9780","2013-2014","Schenectady",2014-03-29,4,0,0,0,0
"9781","2013-2014","Schoharie",2014-03-29,2,0,0,0,0
"9782","2013-2014","Schuyler",2014-03-29,2,0,0,0,0
"9783","2013-2014","Seneca",2014-03-29,2,0,0,0,0
"9785","2013-2014","Steuben",2014-03-29,0,0,0,0,0
"9784","2013-2014","St lawrence",2014-03-29,6,0,0,0,0
"9786","2013-2014","Suffolk",2014-03-29,193,0,0,0,0
"9787","2013-2014","Sullivan",2014-03-29,9,0,0,0,0
"9788","2013-2014","Tioga",2014-03-29,2,0,0,0,0
"9789","2013-2014","Tompkins",2014-03-29,6,0,0,0,0
"9790","2013-2014","Ulster",2014-03-29,9,0,0,0,0
"9791","2013-2014","Warren",2014-03-29,0,0,0,0,0
"9792","2013-2014","Washington",2014-03-29,4,0,0,0,0
"9793","2013-2014","Wayne",2014-03-29,3,0,0,0,0
"9794","2013-2014","Westchester",2014-03-29,199,0,0,0,0
"9795","2013-2014","Wyoming",2014-03-29,0,0,0,0,0
"9796","2013-2014","Yates",2014-03-29,0,0,0,0,0
"9797","2013-2014","Albany",2014-04-05,29,0,0,0,0
"9798","2013-2014","Allegany",2014-04-05,1,0,0,0,0
"9799","2013-2014","Bronx",2014-04-05,319,0,0,0,0
"9800","2013-2014","Broome",2014-04-05,9,0,0,0,0
"9801","2013-2014","Cattaraugus",2014-04-05,0,0,0,0,0
"9802","2013-2014","Cayuga",2014-04-05,5,0,0,0,0
"9803","2013-2014","Chautauqua",2014-04-05,3,0,0,0,0
"9804","2013-2014","Chemung",2014-04-05,0,0,0,0,0
"9805","2013-2014","Chenango",2014-04-05,1,0,0,0,0
"9806","2013-2014","Clinton",2014-04-05,0,0,0,0,0
"9807","2013-2014","Columbia",2014-04-05,4,0,0,0,0
"9808","2013-2014","Cortland",2014-04-05,2,0,0,0,0
"9809","2013-2014","Delaware",2014-04-05,1,0,0,0,0
"9810","2013-2014","Dutchess",2014-04-05,23,0,0,0,0
"9811","2013-2014","Erie",2014-04-05,18,0,0,0,0
"9812","2013-2014","Essex",2014-04-05,1,0,0,0,0
"9813","2013-2014","Franklin",2014-04-05,4,0,0,0,0
"9814","2013-2014","Fulton",2014-04-05,1,0,0,0,0
"9815","2013-2014","Genesee",2014-04-05,4,0,0,0,0
"9816","2013-2014","Greene",2014-04-05,1,0,0,0,0
"9817","2013-2014","Hamilton",2014-04-05,0,0,0,0,0
"9818","2013-2014","Herkimer",2014-04-05,7,0,0,0,0
"9819","2013-2014","Jefferson",2014-04-05,9,0,0,0,0
"9820","2013-2014","Kings",2014-04-05,289,0,0,0,0
"9821","2013-2014","Lewis",2014-04-05,2,0,0,0,0
"9822","2013-2014","Livingston",2014-04-05,2,0,0,0,0
"9823","2013-2014","Madison",2014-04-05,12,0,0,0,0
"9824","2013-2014","Monroe",2014-04-05,31,0,0,0,0
"9825","2013-2014","Montgomery",2014-04-05,1,0,0,0,0
"9826","2013-2014","Nassau",2014-04-05,268,0,0,0,0
"9827","2013-2014","New york",2014-04-05,210,0,0,0,0
"9828","2013-2014","Niagara",2014-04-05,1,0,0,0,0
"9829","2013-2014","Oneida",2014-04-05,115,0,0,0,0
"9830","2013-2014","Onondaga",2014-04-05,38,0,0,0,0
"9831","2013-2014","Ontario",2014-04-05,2,0,0,0,0
"9832","2013-2014","Orange",2014-04-05,67,0,0,0,0
"9833","2013-2014","Orleans",2014-04-05,2,0,0,0,0
"9834","2013-2014","Oswego",2014-04-05,15,0,0,0,0
"9835","2013-2014","Otsego",2014-04-05,1,0,0,0,0
"9836","2013-2014","Putnam",2014-04-05,23,0,0,0,0
"9837","2013-2014","Queens",2014-04-05,410,0,0,0,0
"9838","2013-2014","Rensselaer",2014-04-05,5,0,0,0,0
"9839","2013-2014","Richmond",2014-04-05,56,0,0,0,0
"9840","2013-2014","Rockland",2014-04-05,40,0,0,0,0
"9841","2013-2014","Saratoga",2014-04-05,25,0,0,0,0
"9842","2013-2014","Schenectady",2014-04-05,11,0,0,0,0
"9843","2013-2014","Schoharie",2014-04-05,1,0,0,0,0
"9844","2013-2014","Schuyler",2014-04-05,1,0,0,0,0
"9845","2013-2014","Seneca",2014-04-05,2,0,0,0,0
"9847","2013-2014","Steuben",2014-04-05,1,0,0,0,0
"9846","2013-2014","St lawrence",2014-04-05,2,0,0,0,0
"9848","2013-2014","Suffolk",2014-04-05,215,0,0,0,0
"9849","2013-2014","Sullivan",2014-04-05,12,0,0,0,0
"9850","2013-2014","Tioga",2014-04-05,0,0,0,0,0
"9851","2013-2014","Tompkins",2014-04-05,6,0,0,0,0
"9852","2013-2014","Ulster",2014-04-05,15,0,0,0,0
"9853","2013-2014","Warren",2014-04-05,0,0,0,0,0
"9854","2013-2014","Washington",2014-04-05,2,0,0,0,0
"9855","2013-2014","Wayne",2014-04-05,6,0,0,0,0
"9856","2013-2014","Westchester",2014-04-05,261,0,0,0,0
"9857","2013-2014","Wyoming",2014-04-05,0,0,0,0,0
"9858","2013-2014","Yates",2014-04-05,0,0,0,0,0
"9859","2013-2014","Albany",2014-04-12,34,0,0,0,0
"9860","2013-2014","Allegany",2014-04-12,1,0,0,0,0
"9861","2013-2014","Bronx",2014-04-12,373,0,0,0,0
"9862","2013-2014","Broome",2014-04-12,17,0,0,0,0
"9863","2013-2014","Cattaraugus",2014-04-12,0,0,0,0,0
"9864","2013-2014","Cayuga",2014-04-12,5,0,0,0,0
"9865","2013-2014","Chautauqua",2014-04-12,1,0,0,0,0
"9866","2013-2014","Chemung",2014-04-12,1,0,0,0,0
"9867","2013-2014","Chenango",2014-04-12,2,0,0,0,0
"9868","2013-2014","Clinton",2014-04-12,7,0,0,0,0
"9869","2013-2014","Columbia",2014-04-12,5,0,0,0,0
"9870","2013-2014","Cortland",2014-04-12,4,0,0,0,0
"9871","2013-2014","Delaware",2014-04-12,0,0,0,0,0
"9872","2013-2014","Dutchess",2014-04-12,23,0,0,0,0
"9873","2013-2014","Erie",2014-04-12,18,0,0,0,0
"9874","2013-2014","Essex",2014-04-12,2,0,0,0,0
"9875","2013-2014","Franklin",2014-04-12,6,0,0,0,0
"9876","2013-2014","Fulton",2014-04-12,0,0,0,0,0
"9877","2013-2014","Genesee",2014-04-12,1,0,0,0,0
"9878","2013-2014","Greene",2014-04-12,5,0,0,0,0
"9879","2013-2014","Hamilton",2014-04-12,0,0,0,0,0
"9880","2013-2014","Herkimer",2014-04-12,28,0,0,0,0
"9881","2013-2014","Jefferson",2014-04-12,6,0,0,0,0
"9882","2013-2014","Kings",2014-04-12,229,0,0,0,0
"9883","2013-2014","Lewis",2014-04-12,2,0,0,0,0
"9884","2013-2014","Livingston",2014-04-12,2,0,0,0,0
"9885","2013-2014","Madison",2014-04-12,8,0,0,0,0
"9886","2013-2014","Monroe",2014-04-12,31,0,0,0,0
"9887","2013-2014","Montgomery",2014-04-12,0,0,0,0,0
"9888","2013-2014","Nassau",2014-04-12,218,0,0,0,0
"9889","2013-2014","New york",2014-04-12,193,0,0,0,0
"9890","2013-2014","Niagara",2014-04-12,1,0,0,0,0
"9891","2013-2014","Oneida",2014-04-12,134,0,0,0,0
"9892","2013-2014","Onondaga",2014-04-12,46,0,0,0,0
"9893","2013-2014","Ontario",2014-04-12,2,0,0,0,0
"9894","2013-2014","Orange",2014-04-12,42,0,0,0,0
"9895","2013-2014","Orleans",2014-04-12,0,0,0,0,0
"9896","2013-2014","Oswego",2014-04-12,12,0,0,0,0
"9897","2013-2014","Otsego",2014-04-12,9,0,0,0,0
"9898","2013-2014","Putnam",2014-04-12,20,0,0,0,0
"9899","2013-2014","Queens",2014-04-12,346,0,0,0,0
"9900","2013-2014","Rensselaer",2014-04-12,9,0,0,0,0
"9901","2013-2014","Richmond",2014-04-12,50,0,0,0,0
"9902","2013-2014","Rockland",2014-04-12,30,0,0,0,0
"9903","2013-2014","Saratoga",2014-04-12,32,0,0,0,0
"9904","2013-2014","Schenectady",2014-04-12,9,0,0,0,0
"9905","2013-2014","Schoharie",2014-04-12,0,0,0,0,0
"9906","2013-2014","Schuyler",2014-04-12,0,0,0,0,0
"9907","2013-2014","Seneca",2014-04-12,0,0,0,0,0
"9909","2013-2014","Steuben",2014-04-12,1,0,0,0,0
"9908","2013-2014","St lawrence",2014-04-12,8,0,0,0,0
"9910","2013-2014","Suffolk",2014-04-12,256,0,0,0,0
"9911","2013-2014","Sullivan",2014-04-12,12,0,0,0,0
"9912","2013-2014","Tioga",2014-04-12,0,0,0,0,0
"9913","2013-2014","Tompkins",2014-04-12,3,0,0,0,0
"9914","2013-2014","Ulster",2014-04-12,27,0,0,0,0
"9915","2013-2014","Warren",2014-04-12,2,0,0,0,0
"9916","2013-2014","Washington",2014-04-12,3,0,0,0,0
"9917","2013-2014","Wayne",2014-04-12,6,0,0,0,0
"9918","2013-2014","Westchester",2014-04-12,275,0,0,0,0
"9919","2013-2014","Wyoming",2014-04-12,0,0,0,0,0
"9920","2013-2014","Yates",2014-04-12,5,0,0,0,0
"9921","2013-2014","Albany",2014-04-19,22,0,0,0,0
"9922","2013-2014","Allegany",2014-04-19,0,0,0,0,0
"9923","2013-2014","Bronx",2014-04-19,269,0,0,0,0
"9924","2013-2014","Broome",2014-04-19,8,0,0,0,0
"9925","2013-2014","Cattaraugus",2014-04-19,0,0,0,0,0
"9926","2013-2014","Cayuga",2014-04-19,11,0,0,0,0
"9927","2013-2014","Chautauqua",2014-04-19,2,0,0,0,0
"9928","2013-2014","Chemung",2014-04-19,0,0,0,0,0
"9929","2013-2014","Chenango",2014-04-19,4,0,0,0,0
"9930","2013-2014","Clinton",2014-04-19,3,0,0,0,0
"9931","2013-2014","Columbia",2014-04-19,3,0,0,0,0
"9932","2013-2014","Cortland",2014-04-19,3,0,0,0,0
"9933","2013-2014","Delaware",2014-04-19,0,0,0,0,0
"9934","2013-2014","Dutchess",2014-04-19,20,0,0,0,0
"9935","2013-2014","Erie",2014-04-19,24,0,0,0,0
"9936","2013-2014","Essex",2014-04-19,0,0,0,0,0
"9937","2013-2014","Franklin",2014-04-19,5,0,0,0,0
"9938","2013-2014","Fulton",2014-04-19,1,0,0,0,0
"9939","2013-2014","Genesee",2014-04-19,2,0,0,0,0
"9940","2013-2014","Greene",2014-04-19,3,0,0,0,0
"9941","2013-2014","Hamilton",2014-04-19,1,0,0,0,0
"9942","2013-2014","Herkimer",2014-04-19,19,0,0,0,0
"9943","2013-2014","Jefferson",2014-04-19,7,0,0,0,0
"9944","2013-2014","Kings",2014-04-19,134,0,0,0,0
"9945","2013-2014","Lewis",2014-04-19,1,0,0,0,0
"9946","2013-2014","Livingston",2014-04-19,0,0,0,0,0
"9947","2013-2014","Madison",2014-04-19,6,0,0,0,0
"9948","2013-2014","Monroe",2014-04-19,38,0,0,0,0
"9949","2013-2014","Montgomery",2014-04-19,3,0,0,0,0
"9950","2013-2014","Nassau",2014-04-19,191,0,0,0,0
"9951","2013-2014","New york",2014-04-19,165,0,0,0,0
"9952","2013-2014","Niagara",2014-04-19,2,0,0,0,0
"9953","2013-2014","Oneida",2014-04-19,107,0,0,0,0
"9954","2013-2014","Onondaga",2014-04-19,46,0,0,0,0
"9955","2013-2014","Ontario",2014-04-19,2,0,0,0,0
"9956","2013-2014","Orange",2014-04-19,40,0,0,0,0
"9957","2013-2014","Orleans",2014-04-19,0,0,0,0,0
"9958","2013-2014","Oswego",2014-04-19,7,0,0,0,0
"9959","2013-2014","Otsego",2014-04-19,5,0,0,0,0
"9960","2013-2014","Putnam",2014-04-19,15,0,0,0,0
"9961","2013-2014","Queens",2014-04-19,191,0,0,0,0
"9962","2013-2014","Rensselaer",2014-04-19,14,0,0,0,0
"9963","2013-2014","Richmond",2014-04-19,36,0,0,0,0
"9964","2013-2014","Rockland",2014-04-19,10,0,0,0,0
"9965","2013-2014","Saratoga",2014-04-19,46,0,0,0,0
